198.0,586.0,551.0,247.0,205.0,271.0,219.0,-29.38,-37.0,-35.14,9790.8,-6322.44,11101.98,-141.36,850.65,-809.81
198.02350031691049,584.9595182063943,552.0487831719662,247.09981976819827,204.99373245767717,270.9090523991118,219.09817151287504,-29.325288050264362,-36.94431004476951,-35.086852664527754,9797.042591477602,-6315.195666589027,11129.170374752923,-151.60094282541687,833.9991189887362,-805.8260314980291
197.88809698402937,585.1180390138044,551.8433274827513,247.91115995687835,205.02916830282885,270.0475501643276,219.91883071647285,-29.014944627385674,-36.862297209679575,-34.80946685025581,9815.821704286578,-6259.128161181941,11181.70097995065,-178.45833033196698,823.1260479705527,-816.9872745719016
196.92555670831203,586.0831519480346,551.1420732647067,247.10661827397948,204.82785822447374,271.1335046192056,219.06359855343894,-27.70063055646751,-36.70004812077298,-33.78659377618516,9874.17916344901,-6050.376820267938,11375.153333609243,-233.8155344088357,801.8372403705378,-838.517912279968
196.96764660879055,585.9744315982557,551.8242681631231,247.8949028106931,203.9113620656259,270.8078343741903,220.1337194239763,-24.732228064906376,-36.11077084440354,-31.546209641576283,9951.15424126658,-5570.337680715418,11814.726740159766,-171.35893348695186,752.8856518989393,-841.4236392115973
197.30718027750152,586.0072855108837,551.1870738676599,246.84799519208417,203.97309792606364,269.487496125412,219.95931709329165,-20.67748836015561,-35.61876191417634,-27.72508667032455,10015.795402073203,-4756.909829256336,12428.85330971734,-21.436755173116058,565.6156339213418,-649.6882743330482
198.10954328388044,585.9980017145498,552.079311538686,247.07078813323838,204.30512382484864,269.42829662767036,220.02250263188276,-16.399455512663188,-36.28573199668835,-23.360354074026613,10003.765979997655,-3843.7072615106626,13132.638629248684,201.86958785055631,32.57018343664201,-25.4879091116586
197.97123581692324,586.0006713255176,552.3497976504063,246.85661621469197,205.5496014818179,269.52730585639534,219.9458091400457,-12.82437839849274,-37.87702434881003,-19.83062570485569,9900.452936670257,-3118.2745146341344,13694.86559965041,392.20937800082373,-798.1645089285919,969.1051163837901
198.00959624865658,585.9992012041411,553.6101951643918,247.69942027986895,206.1824913084654,269.5317375328254,220.36966754524698,-10.569862474695459,-40.48639374479546,-18.623369031711192,9697.936607702597,-2823.6183632969273,14043.175985724865,599.1574887169172,-1890.9393081858268,2238.7297217193227
197.98806179343205,586.0026187541864,554.2392373643765,247.3016546023821,205.31608629807505,269.48645715377603,222.25315063514375,-10.676511044361861,-42.78651793685625,-20.108540217923593,9422.59292436358,-2993.9901524833103,14006.768508080615,829.3655958453783,-3081.9597776896903,3558.930034996782
198.03804046644117,585.990534312033,552.692670336084,247.76739240324102,205.0604665619434,268.8779906193832,223.787706669055,-13.503868924359864,-44.42919882554699,-24.268574640063367,9028.213523783052,-3585.650327409395,13668.908351940012,1013.3420804772538,-4209.048635142436,4732.740955407866
197.8704817258697,586.0324979133998,551.0370295595112,247.15549800603995,204.15969965559785,269.1161916640993,224.59604530467243,-16.354572552103416,-45.26461229813469,-30.73448846957607,8620.976238858879,-4595.980128340684,13155.51633818241,1518.2735970142803,-5037.8338556587,5525.988647411262
198.95441421414574,585.8979000449388,552.3103518923863,247.9109710901901,204.7259835662004,268.1450372363746,226.8095623982024,-18.79612752115176,-44.347360483273334,-37.09452128886069,8252.430904237663,-5654.331257780596,12475.606242672657,2236.901793927877,-5354.803403230051,5880.3873777285535
198.05462629820468,586.9692142948738,557.537677481802,247.04150152690704,205.9562346779714,267.9739698238068,226.15224463756678,-21.86247137816246,-42.48266382702311,-43.56427711548971,7818.785510791046,-6785.150366941673,11782.852136320163,2745.313915170328,-5450.559880105975,5955.794250948767
198.94898040135982,586.0463913739995,559.9190835398216,247.9842637930447,205.9841664474652,268.00927475687104,225.07159848770505,-26.29611768364691,-40.123030430026866,-49.41453410726179,7409.719177526114,-7925.151410300732,11078.490233852168,2822.5076979469823,-5376.736332684118,5735.713780989953
198.97508451440987,586.0195943727231,562.0196327218047,246.98109247593334,207.02569318470145,268.01520031222117,222.9737416099276,-31.082616308233742,-37.63185532704056,-54.12473551057242,7075.808657321829,-8987.696287581,10354.91050282841,2766.3552338092622,-5193.090861806023,5240.990464633579
