,0
0,7.1315374
1,6.339144
2,5.8637085
3,5.7052298
4,5.7052298
5,5.7052298
6,5.7052298
7,5.7052298
8,5.7052298
9,5.8637085
10,7.2900157
11,10.459588
12,10.459588
13,10.459588
14,15.055468
15,16.00634
16,16.00634
17,16.00634
18,16.00634
19,16.323296
20,17.11569
21,18.383518
22,21.711569
23,26.30745
24,31.220285
25,35.499207
26,40.253567
27,46.75119
28,49.6038
29,51.18859
30,53.56577
31,55.78447
32,59.429478
33,61.64818
34,63.54992
35,65.134705
36,65.45167
37,65.45167
38,65.610146
39,65.610146
40,65.610146
41,65.610146
42,67.19493
43,70.3645
44,70.99841
45,70.99841
46,70.839935
47,70.68146
48,70.52298
49,70.3645
50,70.206024
51,70.04755
52,69.88907
53,69.41363
54,67.98732
55,67.51189
56,67.19493
57,67.03645
58,66.56101
59,66.24406
60,65.29318
61,65.45167
62,64.97623
63,65.134705
64,65.45167
65,66.71949
66,68.1458
67,71.473854
68,73.69255
69,75.435814
70,77.33756
71,78.44691
72,81.141045
73,83.20127
74,84.944534
75,85.73692
76,87.16323
77,87.63867
78,89.06498
79,89.54041
80,89.85737
81,90.49129
82,90.96672
83,91.75911
84,92.07607
85,92.39303
86,93.02694
87,93.50238
88,93.66086
89,94.13629
