102	383	348	154	108	286	214	-39.90	-71.36	-13.38	15717.65	-3325.82	3750.29	373.71	887.99	995.05
102	383	348	154	108	285	214	-39.49	-71.66	-13.17	15752.16	-3275.53	3732.37	392.92	856.94	1031.30
102	383	349	154	108	286	214	-37.97	-72.10	-12.77	15803.36	-3173.15	3696.36	451.13	841.29	1102.08
102	383	348	155	108	285	214	-34.96	-72.63	-12.14	15874.39	-3010.89	3627.74	502.77	849.73	1240.28
102	383	349	154	108	286	214	-31.08	-72.94	-11.41	15945.87	-2816.35	3563.95	526.73	898.39	1445.06
102	383	349	155	107	285	215	-28.82	-73.07	-10.79	15978.97	-2649.53	3540.35	405.30	941.72	1725.21
102	383	348	154	107	286	217	-31.25	-72.37	-11.21	15995.62	-2770.25	3566.34	164.73	977.04	2064.75
102	383	348	154	107	285	220	-34.87	-69.94	-13.30	15928.24	-3353.94	3634.62	-81.56	1029.54	2374.56
102	383	348	154	108	285	223	-39.14	-66.11	-17.40	15673.43	-4473.24	3788.09	-465.73	1081.66	2470.43
103	382	348	154	108	285	226	-43.17	-62.53	-22.42	15411.76	-5887.98	3904.48	-880.09	992.88	2002.21
103	381	348	154	109	284	224	-46.38	-59.54	-27.14	15090.97	-7231.98	4044.66	-1045.84	847.78	1043.15
103	381	348	153	109	285	216	-49.03	-56.94	-30.72	14730.42	-8221.78	4104.83	-1128.69	670.09	-356.76
104	380	348	154	110	284	204	-51.42	-54.84	-33.07	14308.10	-8765.50	4147.99	-1225.96	448.09	-1977.32
104	381	347	154	109	283	193	-52.35	-52.28	-34.27	13795.10	-8840.62	4126.79	-1288.66	268.98	-3516.85
104	381	347	154	109	281	185	-48.94	-50.72	-34.36	13164.34	-8438.19	4142.85	-1173.33	64.68	-4979.41
105	382	345	153	108	279	181	-40.09	-47.97	-32.86	12468.92	-7505.08	4107.90	-993.11	-234.80	-6368.84
105	382	345	153	108	276	176	-31.47	-45.72	-29.19	11756.48	-6048.83	4068.91	-909.81	-608.86	-7688.80
105	383	346	154	108	273	173	-23.72	-43.85	-22.38	11121.85	-4108.03	3865.46	-1050.57	-997.17	-8942.76
104	382	346	152	106	276	171	-16.29	-43.06	-13.66	11022.16	-2264.28	3456.59	-1280.64	-1265.81	-9758.42
104	382	345	154	104	278	171	-8.07	-41.95	-4.54	10985.05	-512.72	2963.56	-1228.46	-1408.72	-9449.75
104	382	346	154	106	278	175	0.81	-39.69	4.47	10789.40	1151.27	2604.98	-773.23	-1271.68	-8161.91
104	382	345	154	106	279	178	8.71	-36.73	13.38	10414.13	2732.05	2312.13	-381.92	-1045.85	-6491.61
104	381	345	154	105	280	182	15.44	-33.62	21.71	10065.82	4208.05	2027.13	-164.08	-741.66	-4528.68
104	381	346	154	106	281	186	22.07	-29.92	27.45	9649.73	5172.05	1887.97	198.98	-250.62	-2663.90
105	381	346	154	107	283	193	29.38	-26.19	31.15	9194.25	5688.25	1799.57	919.78	263.76	-892.35
104	381	346	155	108	283	202	36.66	-22.91	33.71	8830.33	6003.03	1780.39	1862.09	824.27	790.61
104	380	346	155	107	285	214	40.94	-19.30	36.32	8478.62	6320.28	1957.37	2364.09	1477.16	2389.43
103	381	346	155	105	286	218	39.52	-13.39	37.81	7853.69	6168.07	2241.50	2275.98	2084.45	3908.31
102	381	346	155	105	286	226	32.31	-9.05	37.71	7138.00	5594.26	2533.23	2151.58	2543.78	5351.25
102	381	347	155	104	288	231	27.02	-5.49	33.67	6296.70	4306.15	2968.57	2357.40	2780.49	6722.03
100	380	347	155	105	289	224	21.96	-3.56	26.40	5934.27	3114.84	3279.14	2635.23	2990.96	8024.28
99	380	347	155	104	289	218	16.05	-1.27	17.23	5439.95	1917.90	3535.18	2615.52	3226.71	9261.42
100	381	348	152	102	289	209	10.00	0.77	-1.99	4654.56	183.61	3973.02	2447.55	3339.98	10419.75
99	380	347	151	101	289	207	5.38	1.42	-24.77	4226.83	-1463.97	4522.37	2523.47	3283.18	10907.41
100	380	348	151	101	289	206	-0.48	1.54	-42.86	3957.89	-3029.18	4989.05	2194.49	3155.07	10644.99
99	380	348	152	103	289	208	-7.84	1.35	-55.21	3703.39	-4516.12	5377.00	1459.82	2959.92	9737.04
100	380	349	152	103	289	213	-14.58	0.94	-63.46	3461.82	-5928.71	5458.95	799.83	2655.32	8139.64
100	380	349	153	106	290	222	-20.67	1.14	-70.74	2990.33	-7270.68	5600.20	225.04	2402.26	6094.25
101	380	349	152	107	289	232	-24.99	1.22	-75.52	2597.81	-8428.54	5689.39	116.14	2178.74	4151.14
101	381	349	152	108	289	230	-26.77	1.35	-77.09	2387.32	-8625.12	5675.92	346.73	1977.16	2305.18
102	382	349	153	108	288	215	-20.97	0.32	-77.30	2243.16	-8139.86	5592.73	906.24	1610.50	551.53
102	382	348	153	108	287	199	-11.31	-2.03	-73.12	2463.00	-6681.27	5403.69	1499.53	1214.42	-1114.45
102	383	348	153	107	287	192	-3.49	-4.81	-63.90	2891.45	-4888.00	5071.11	1613.35	762.85	-2556.53
102	383	347	154	107	286	188	2.58	-7.85	-48.40	3559.88	-3299.40	4690.55	1293.59	390.31	-3338.60
102	384	348	154	107	287	188	8.44	-11.18	-32.18	4176.68	-2085.63	4290.62	979.11	0.19	-3781.82
102	383	349	154	108	286	191	14.74	-14.00	-18.30	4752.45	-1128.95	3883.49	839.10	-183.07	-3906.48
102	383	348	154	108	286	194	20.58	-16.93	-10.10	5246.83	-542.70	3615.52	800.90	-212.26	-3769.76
