171	570	544	235	202	283	214	-85.00	-8.59	-82.70	2550.12	-16960.28	1357.72	88.74	5.82	42.88
170	570	544	235	202	282	215	-84.88	-8.65	-82.72	2546.61	-16983.46	1375.23	148.56	46.08	-11.17
170	570	544	235	201	283	214	-84.70	-8.70	-82.73	2540.68	-16965.09	1361.87	216.78	82.97	-81.41
171	570	544	235	201	283	214	-84.78	-8.85	-82.71	2539.05	-16911.84	1300.38	281.09	121.07	-136.04
169	570	544	235	202	283	214	-85.06	-9.09	-82.71	2534.69	-16871.84	1196.96	366.98	168.02	-178.69
171	570	544	235	201	283	213	-85.77	-9.32	-82.79	2505.56	-16843.45	925.71	519.73	254.72	-199.40
169	570	543	235	201	284	213	-87.20	-10.14	-82.84	2493.68	-16861.48	470.83	685.30	507.63	-176.13
166	571	543	234	201	286	213	-88.78	-12.34	-82.85	2510.40	-17016.00	-145.92	863.73	1160.70	-125.37
166	572	543	235	201	287	212	-90.35	-16.02	-83.05	2483.68	-17294.20	-895.82	1076.20	2270.12	-186.41
167	573	545	234	201	287	211	-91.82	-20.84	-83.65	2334.49	-17629.69	-1786.23	1361.49	3794.96	-438.09
168	574	546	234	200	287	209	-93.22	-25.24	-84.39	2128.57	-17940.81	-2566.72	1563.26	5243.56	-839.28
170	576	547	235	199	285	208	-95.22	-28.69	-85.83	1679.54	-18110.57	-3154.58	1524.75	6619.74	-1401.17
173	577	549	236	201	280	207	-96.68	-31.75	-87.27	1230.76	-18442.84	-3570.85	1431.56	7927.10	-2103.66
176	577	551	236	201	270	207	-98.33	-33.95	-89.24	582.43	-18449.90	-3448.51	1312.83	9169.09	-3096.58
179	577	552	236	202	259	206	-96.99	-35.52	-91.34	-110.90	-18653.80	-3214.68	1397.99	10348.99	-4163.45
182	577	552	237	203	246	206	-95.09	-37.08	-93.01	-665.95	-18667.91	-2748.35	1322.54	11469.89	-5579.72
183	576	550	237	202	231	206	-94.69	-38.22	-95.15	-1382.65	-18705.32	-2206.33	850.92	12534.74	-6939.14
185	575	545	237	202	223	206	-95.81	-38.05	-97.35	-2134.32	-18801.25	-1862.62	191.52	13264.91	-8227.93
186	575	544	237	202	221	206	-95.37	-35.66	-99.00	-2695.00	-18788.39	-1406.08	-250.61	13296.01	-9240.94
186	574	543	237	202	219	205	-95.44	-32.21	-100.31	-3116.05	-18622.17	-822.18	-989.33	12939.76	-10055.44
186	574	539	237	202	211	204	-96.89	-29.92	-101.26	-3383.05	-18326.06	-311.87	-2072.96	12793.67	-10513.52
