110	572	376	151	117	270	207	-24.97	6.56	-105.42	-1528.32	-6413.60	13841.94	-504.91	1654.81	550.13
111	571	376	150	117	271	206	-24.99	6.76	-105.54	-1541.70	-6404.52	13889.64	-559.36	1680.22	584.18
110	572	376	151	117	271	206	-25.43	6.92	-105.14	-1525.62	-6532.49	14005.56	-575.30	1696.56	629.02
110	571	376	151	117	270	208	-25.72	6.98	-104.37	-1481.54	-6750.27	14220.08	-523.13	1723.63	636.27
111	571	377	151	117	270	207	-26.33	6.98	-103.57	-1449.86	-7051.55	14614.68	-569.22	1734.60	558.35
111	570	376	151	117	269	208	-27.46	6.26	-102.74	-1427.37	-7454.58	15172.94	-769.91	1556.57	357.49
111	570	376	151	117	269	208	-28.48	4.84	-101.55	-1352.80	-7913.85	15772.90	-933.17	1212.54	23.66
111	570	376	150	117	269	208	-28.82	2.83	-100.34	-1234.76	-8259.36	16322.45	-973.01	733.46	-413.37
111	570	376	150	117	268	209	-28.89	0.55	-99.38	-1126.02	-8503.39	16780.13	-970.61	162.19	-913.25
111	570	376	150	117	268	208	-28.38	-1.83	-98.79	-1058.92	-8666.22	17147.52	-846.13	-476.27	-1443.79
111	570	375	150	118	267	208	-27.79	-4.29	-98.50	-1018.17	-8711.31	17376.75	-732.22	-1159.61	-1968.95
111	570	375	150	117	266	207	-27.30	-6.79	-98.38	-1001.47	-8728.74	17484.91	-629.26	-1870.08	-2465.75
111	570	375	150	117	266	206	-26.87	-9.18	-98.20	-969.99	-8699.70	17399.26	-488.05	-2567.37	-2923.22
110	570	374	150	117	265	206	-26.27	-11.18	-98.11	-941.29	-8611.52	17161.10	-269.00	-3190.85	-3306.75
111	570	373	150	117	264	207	-25.28	-12.74	-98.20	-925.83	-8395.74	16747.84	-3.90	-3721.91	-3587.17
111	570	373	150	117	262	206	-24.17	-13.98	-98.15	-873.74	-8088.96	16172.45	261.00	-4092.87	-3752.51
111	571	372	149	117	260	206	-22.23	-15.03	-98.14	-821.25	-7731.31	15520.23	599.25	-4346.42	-3823.53
111	571	372	149	117	259	205	-16.02	-19.06	-97.61	-683.19	-7270.54	14809.42	897.29	-4583.05	-3785.46
111	571	372	149	117	259	205	-17.24	-24.26	-96.19	-454.43	-6925.41	14103.75	958.92	-4669.05	-3664.88
112	571	372	149	117	258	204	-19.85	-25.16	-94.69	-256.71	-6843.94	13546.56	1028.93	-4568.60	-3512.74
111	571	372	148	117	257	205	-21.72	-25.64	-92.95	-36.67	-6835.55	13080.43	1186.38	-4419.52	-3346.95
111	571	373	148	117	258	207	-24.17	-25.97	-90.65	251.16	-6933.77	12676.01	1196.81	-4216.74	-3212.20
111	570	373	148	117	258	207	-27.21	-25.88	-88.20	569.20	-7149.48	12320.21	1062.82	-3946.35	-3146.34
111	570	372	148	117	258	207	-30.38	-25.43	-85.84	904.34	-7505.61	12005.40	915.63	-3649.03	-3137.33
111	569	373	148	117	258	208	-33.34	-24.99	-83.35	1298.53	-7941.53	11687.93	825.70	-3317.88	-3254.11
111	569	372	148	117	258	207	-36.00	-24.23	-81.23	1676.80	-8360.25	11431.13	722.01	-2919.19	-3510.35
112	568	372	148	117	258	207	-38.08	-23.36	-79.21	2059.56	-8724.24	11307.77	580.21	-2479.23	-3897.74
111	568	372	148	117	257	207	-39.40	-22.26	-77.49	2399.18	-8977.23	11289.39	440.30	-2004.27	-4377.20
111	568	371	147	116	257	206	-39.63	-21.22	-76.01	2658.22	-8997.56	11391.12	262.34	-1570.35	-4901.64
111	568	370	147	117	256	206	-39.38	-20.49	-74.38	2896.31	-8829.89	11579.36	-51.43	-1233.24	-5403.66
111	568	370	147	117	255	205	-39.30	-19.81	-72.96	3079.70	-8625.99	11774.39	-447.21	-960.27	-5885.72
111	568	370	148	118	256	204	-38.62	-18.84	-71.85	3186.71	-8365.69	12014.07	-768.75	-689.81	-6349.89
111	568	371	148	118	255	204	-37.11	-17.36	-71.05	3190.58	-7985.01	12328.77	-1015.16	-432.57	-6752.94
111	568	371	148	118	255	204	-35.48	-16.01	-70.40	3132.65	-7524.96	12641.13	-1291.60	-258.34	-7080.25
111	568	371	150	117	255	204	-33.57	-14.84	-69.54	3069.21	-6998.11	12933.87	-1559.92	-125.68	-7295.33
111	569	371	149	118	256	204	-31.50	-13.74	-68.64	2995.55	-6469.60	13201.98	-1765.03	-12.59	-7348.77
111	568	371	149	118	256	203	-29.74	-13.01	-67.75	2928.18	-6007.12	13377.68	-1965.98	42.59	-7304.33
111	569	371	149	118	255	205	-28.23	-12.54	-66.80	2894.97	-5641.57	13423.60	-2130.13	86.16	-7222.01
111	569	371	149	117	256	204	-26.22	-11.91	-65.86	2836.42	-5248.89	13397.42	-2193.17	161.65	-7078.26
111	569	372	149	118	256	205	-24.09	-11.00	-65.25	2726.00	-4855.64	13214.34	-2281.36	237.92	-6850.55
111	570	372	149	118	257	206	-22.88	-10.04	-65.22	2601.50	-4579.86	12839.83	-2419.09	319.47	-6559.72
111	570	372	150	118	259	203	-24.10	-7.48	-66.01	2444.22	-4408.07	12294.24	-2431.04	502.15	-6228.69
111	570	372	150	117	260	205	-31.41	-3.32	-67.20	2263.61	-4257.46	11631.92	-2265.64	850.79	-5871.15
111	570	372	150	118	262	204	-18.56	4.04	-68.38	2064.43	-4032.19	11026.73	-2257.20	1327.70	-5522.09
110	571	373	150	118	264	203	-20.19	8.28	-69.78	1895.61	-3904.98	10555.79	-2237.54	1911.22	-5089.54
111	571	373	151	117	265	201	-20.76	12.16	-71.45	1729.03	-3824.13	10290.40	-2212.77	2741.16	-4549.71
111	571	374	151	117	267	200	-21.88	16.02	-74.86	1490.98	-3941.13	10293.88	-2218.88	3601.20	-4041.33
111	571	375	150	118	268	201	-22.00	19.12	-77.73	1288.83	-4054.67	10680.39	-2193.18	4410.74	-3567.51
111	571	375	151	118	269	201	-22.33	21.43	-79.52	1171.19	-4191.54	11289.37	-2266.83	5123.65	-3036.13
111	570	376	151	118	269	201	-23.19	23.56	-81.16	1078.43	-4455.96	12045.90	-2436.83	5807.42	-2511.93
111	570	375	151	118	269	201	-23.77	25.03	-83.35	924.31	-4726.36	12963.60	-2564.94	6300.20	-2066.48
111	570	375	151	118	270	202	-24.38	25.36	-84.77	819.09	-4963.64	13863.02	-2727.45	6517.29	-1697.36
111	570	375	151	118	270	201	-24.68	25.16	-86.22	700.14	-5212.26	14728.67	-2805.97	6570.47	-1394.14
111	570	375	151	118	270	204	-24.46	24.38	-87.59	571.93	-5319.05	15493.84	-2813.42	6444.30	-1123.38
111	570	376	151	118	271	202	-24.22	23.18	-89.72	362.33	-5368.49	16149.55	-2839.85	6131.78	-888.21
112	570	376	151	118	270	203	-23.50	21.75	-92.55	83.82	-5279.27	16618.87	-2822.56	5658.90	-679.75
111	571	376	151	118	271	203	-22.21	20.21	-95.86	-217.37	-5033.11	16893.33	-2760.58	5080.45	-437.06
111	571	376	152	118	271	202	-20.62	18.77	-99.82	-540.91	-4709.45	17059.46	-2690.65	4473.18	-112.26
112	571	376	151	118	271	201	-18.84	17.56	-104.80	-906.26	-4355.78	17177.29	-2597.92	3862.42	312.45
112	571	376	151	118	271	199	-16.98	16.37	-110.62	-1288.15	-3976.39	17245.22	-2508.02	3213.95	863.73
112	571	376	151	118	271	197	-15.15	15.16	-117.01	-1659.74	-3574.57	17188.36	-2470.82	2521.20	1584.89
111	571	376	152	118	271	197	-13.64	14.27	-122.86	-1999.95	-3277.64	17015.74	-2414.63	1855.49	2472.50
111	572	376	151	118	271	198	-11.69	13.80	-128.61	-2319.36	-2988.16	16735.96	-2257.75	1236.12	3540.77
111	572	376	151	118	271	198	-10.65	13.95	-132.99	-2597.99	-2810.75	16336.76	-2154.36	690.66	4725.43
112	571	377	152	117	272	198	-12.14	14.07	-134.34	-2880.69	-2956.41	15947.12	-2020.65	244.38	5962.66
112	571	377	151	117	272	198	-15.08	13.55	-131.10	-3134.65	-3641.99	15658.96	-1818.11	-64.64	7184.23
112	570	377	152	117	272	204	-17.95	12.82	-125.60	-3351.12	-4812.69	15467.41	-1524.86	-262.96	8105.02
112	569	377	151	117	272	204	-21.72	11.47	-119.81	-3414.76	-6206.26	15247.04	-1429.46	-496.06	8463.42
112	569	378	151	117	273	204	-24.73	10.03	-114.87	-3292.03	-7489.35	15035.09	-1249.59	-674.26	8357.70
112	570	378	150	116	273	205	-26.40	8.91	-111.93	-3107.03	-8213.48	14840.34	-926.91	-746.30	7949.91
