,0
0,28.993486642837524
1,28.94022846221924
2,28.93070411682129
3,28.970497608184814
4,28.956881523132324
5,28.885480880737305
6,28.90518307685852
7,28.94903826713562
8,28.939026832580566
9,28.92992639541626
10,28.91681981086731
11,28.9066219329834
12,28.885629415512085
13,28.91844940185547
14,28.90012836456299
15,28.92694115638733
16,28.860637426376343
17,28.862349271774292
18,28.84854555130005
19,28.906517028808594
20,28.90398073196411
21,28.84244441986084
22,28.90198826789856
23,28.858346462249756
24,28.878713607788086
25,28.86403727531433
26,28.82471537590027
27,28.847130060195923
28,28.88408851623535
29,28.828613996505737
30,28.812519550323486
31,28.84236216545105
32,28.853200912475586
33,28.84187912940979
34,28.807377338409424
35,28.82077407836914
36,28.80593705177307
37,28.810887336730957
38,28.85739517211914
39,28.796902418136597
40,28.7781503200531
41,28.847294092178345
42,28.77947473526001
43,28.792042016983032
44,28.82190251350403
45,28.777830362319946
46,28.789576053619385
47,28.772727727890015
48,28.79723024368286
49,28.758311986923218
50,28.77494764328003
51,28.75364923477173
52,28.784171104431152
53,28.761165380477905
54,28.74191164970398
55,28.79288673400879
56,28.72702980041504
57,28.7791748046875
58,28.725374698638916
59,28.71964120864868
60,28.76789402961731
61,28.71736478805542
62,28.695950269699097
63,28.728940725326538
64,28.707518577575684
65,28.708765506744385
66,28.688642024993896
67,28.71880030632019
68,28.69573402404785
69,28.688095569610596
70,28.69320774078369
71,28.70986247062683
72,28.682594299316406
73,28.698402643203735
74,28.650880813598633
75,28.642658710479736
76,28.667269706726074
77,28.668326139450073
78,28.651721239089966
79,28.64991545677185
80,28.637060403823853
81,28.637682914733887
82,28.63202691078186
83,28.61694884300232
84,28.631877183914185
85,28.599304676055908
86,28.62658190727234
87,28.646539449691772
88,28.594765186309814
89,28.577229738235474
90,28.56961178779602
91,28.580206155776978
92,28.594897031784058
93,28.553094148635864
94,28.56007742881775
95,28.559608459472656
96,28.57735848426819
97,28.520554542541504
98,28.52065134048462
99,28.50811767578125
100,28.526500940322876
101,28.50344681739807
102,28.525585412979126
103,28.475192308425903
104,28.474984645843506
105,28.48231029510498
106,28.486008644104004
107,28.45740246772766
108,28.473055601119995
109,28.436518907546997
110,28.430712699890137
111,28.40929865837097
112,28.381995916366577
113,28.40752649307251
114,28.380407571792603
115,28.359243631362915
116,28.38335084915161
117,28.37677526473999
118,28.361079692840576
119,28.274608612060547
120,28.320021152496338
121,28.244146823883057
122,28.311177253723145
123,28.29038953781128
124,28.27488684654236
125,28.207716703414917
126,28.20165491104126
127,28.229387283325195
128,28.19476819038391
129,28.179373264312744
130,28.135815620422363
131,28.102548599243164
132,28.08401107788086
133,28.0739586353302
134,28.088611602783203
135,28.104159832000732
136,28.0278217792511
137,27.89638376235962
138,27.989978313446045
139,27.961275100708008
140,27.858235359191895
141,27.894097328186035
142,27.869311332702637
143,27.81122326850891
144,27.798531532287598
145,27.738682985305786
146,27.68867015838623
147,27.640446186065674
148,27.654046773910522
149,27.595072269439697
150,27.492343425750732
151,27.492855072021484
152,27.4318904876709
153,27.429656505584717
154,27.248769283294678
155,27.21848177909851
156,27.103079557418823
157,27.141384840011597
158,27.109416723251343
159,27.00106430053711
160,26.923798084259033
161,26.764593362808228
162,26.689820051193237
163,26.534478664398193
164,26.682047843933105
165,26.496353149414062
166,26.300419092178345
167,26.383721828460693
168,26.197892904281616
169,25.97443962097168
170,25.935307502746582
171,25.7539484500885
172,25.655097723007202
173,25.59318494796753
174,25.281219959259033
175,25.33862566947937
176,25.09915566444397
177,24.91857075691223
178,25.007144689559937
179,24.52063274383545
180,24.63821578025818
181,24.048015594482422
182,24.432103157043457
183,24.16676926612854
184,23.84921145439148
185,23.676650524139404
186,23.76011824607849
187,23.430763244628906
188,23.289775848388672
189,23.02014994621277
190,23.174720764160156
191,23.079529285430908
192,22.703794956207275
193,22.92670226097107
194,22.42180871963501
