,0
0,6.04559
1,6.04559
2,6.243806
3,6.243806
4,6.243806
5,6.243806
6,6.243806
7,6.04559
8,6.243806
9,11.793856
10,12.190288
11,12.190288
12,12.190288
13,12.487612
14,12.5867195
15,12.388503
16,12.190288
17,12.190288
18,12.190288
19,12.190288
20,13.08226
21,17.839445
22,19.028742
23,22.59663
24,23.290386
25,23.785927
26,17.938553
27,20.218039
28,23.09217
29,23.68682
30,23.785927
31,25.569872
32,27.552032
33,28.344896
34,28.939545
35,28.741327
36,26.362736
37,22.794846
38,21.407333
39,20.019821
40,18.929634
41,17.740337
42,16.55104
43,14.7670965
44,12.884044
45,12.289395
46,12.190288
47,11.595639
48,12.190288
49,12.884044
50,13.5778
51,12.289395
52,12.09118
53,11.694747
54,11.892963
55,18.632309
56,13.676908
57,14.271556
58,15.06442
59,16.650148
60,17.740337
61,17.839445
62,17.343904
63,17.343904
64,17.343904
65,17.343904
66,17.343904
67,21.308226
68,23.68682
69,31.615461
70,35.381565
71,40.535183
72,45.6888
73,46.679882
74,52.13082
75,56.590683
76,56.194252
77,60.75322
78,67.195244
79,60.555004
80,67.49257
81,62.438057
82,62.33895
83,51.8335
84,70.26759
85,66.997025
86,71.45689
87,68.68186
88,75.91675
89,78.09712
90,80.37661
91,73.538155
92,80.97126
93,78.09712
94,75.22299
95,90.089195
96,99.20714
97,89.29633
98,89.098114
99,92.36868
100,94.350845
101,96.03568
102,94.152626
103,90.089195
104,92.07136
105,93.756195
106,91.67493
107,99.50446
108,100.0
109,99.60357
110,99.900894
111,96.233894
112,98.31516
113,95.73836
114,94.54906
115,100.0
116,97.12587
117,100.0
118,99.306244
119,100.0
120,99.702675
121,100.0
122,99.80178
123,98.51338
124,100.0
125,99.50446
126,99.50446
127,99.900894
128,100.0
129,100.0
130,100.0
131,99.00892
132,99.80178
133,100.0
134,100.0
135,100.0
136,100.0
137,100.0
138,100.0
139,100.0
140,100.0
141,100.0
142,100.0
143,100.0
144,100.0
145,100.0
146,100.0
147,100.0
148,100.0
149,100.0
150,100.0
151,100.0
152,100.0
153,100.0
154,100.0
155,100.0
156,100.0
157,100.0
158,100.0
159,100.0
160,100.0
161,100.0
162,100.0
163,100.0
164,100.0
165,100.0
166,100.0
167,100.0
168,100.0
169,100.0
170,100.0
171,100.0
172,100.0
173,100.0
174,100.0
175,100.0
176,100.0
177,100.0
178,100.0
179,100.0
