,0
0,28.90921187400818
1,28.94480299949646
2,28.949435472488403
3,28.90302085876465
4,28.856072425842285
5,28.95682120323181
6,28.833987712860107
7,28.93056058883667
8,28.890860557556152
9,28.848008632659912
10,28.85852599143982
11,28.897685050964355
12,28.8558452129364
13,28.852025270462036
14,28.875200033187866
15,28.8093204498291
16,28.865915060043335
17,28.794342041015625
18,28.819711446762085
19,28.794764041900635
20,28.750800371170044
21,28.844390869140625
22,28.800724983215332
23,28.784188508987427
24,28.718327522277832
25,28.807196855545044
26,28.731197595596313
27,28.77524495124817
28,28.750723361968994
29,28.71194314956665
30,28.722299814224243
31,28.71991777420044
32,28.726455450057983
33,28.709686756134033
34,28.65816593170166
35,28.707727909088135
36,28.69058656692505
37,28.65794086456299
38,28.6650972366333
39,28.66973090171814
40,28.631446838378906
41,28.64604949951172
42,28.62659525871277
43,28.640309810638428
44,28.592562198638916
45,28.628044366836548
46,28.57094144821167
47,28.579683303833008
48,28.555663108825684
49,28.582985162734985
50,28.545448064804077
51,28.51450228691101
52,28.51954412460327
53,28.493445873260498
54,28.49447226524353
55,28.489261627197266
56,28.440820693969727
57,28.456774950027466
58,28.44396996498108
59,28.402016639709473
60,28.41857933998108
61,28.37342095375061
62,28.372641563415527
63,28.326223611831665
64,28.353482007980347
65,28.252859115600586
66,28.265599727630615
67,28.257951259613037
68,28.251737356185913
69,28.153854846954346
70,28.18908977508545
71,28.124460697174072
72,28.128424406051636
73,28.088072776794434
74,28.117122650146484
75,27.977983474731445
76,27.983781337738037
77,27.921887159347534
78,27.85433864593506
79,27.87148666381836
80,27.765493631362915
81,27.76557230949402
82,27.622175693511963
83,27.671135902404785
84,27.460690021514893
85,27.52465295791626
86,27.430910348892212
87,27.340410709381104
88,27.152352809906006
89,27.227578163146973
90,27.04158854484558
91,26.93968391418457
92,26.771703243255615
93,26.769583225250244
94,26.645592212677002
95,26.395998239517212
96,26.222668886184692
97,26.286120176315308
98,25.972044229507446
99,25.955705881118774
100,25.568224668502808
101,25.701469898223877
102,25.39114284515381
103,25.278302907943726
104,25.14350390434265
105,24.753825902938843
106,24.684798002243042
107,24.48807168006897
108,24.346176862716675
109,24.301257371902466
110,24.063743114471436
111,23.86963415145874
112,23.87161946296692
113,23.313838243484497
114,23.60452103614807
115,23.320951461791992
116,23.085998058319092
117,22.997406244277954
118,23.11017632484436
119,22.626264810562134
120,22.68887209892273
121,22.47593069076538
122,22.41467523574829
123,22.09685969352722
124,22.25560212135315
125,21.877896308898926
126,21.897149801254272
127,21.998307466506958
128,21.728742599487305
129,21.65519380569458
130,21.41285228729248
131,21.32177209854126
132,21.014875531196594
133,21.370336055755615
134,20.831536054611206
135,20.85183310508728
136,20.491140723228455
137,20.632036685943604
138,20.417004227638245
139,20.17398512363434
140,19.895763158798218
141,19.933885097503662
142,19.667816758155823
143,19.660585045814514
144,19.293702125549316
145,19.448399782180786
146,19.199562668800354
147,18.83047914505005
148,19.07237136363983
149,18.544845819473267
150,18.432597517967224
151,18.430033326148987
152,18.033597469329834
153,17.93648326396942
154,17.96602690219879
155,17.26930320262909
156,17.40273427963257
157,17.1451278924942
158,17.06106412410736
159,16.70424723625183
160,16.544970750808716
161,16.726275205612183
162,16.40314555168152
163,16.093152284622192
164,15.71401596069336
165,15.92113184928894
166,15.726614475250244
167,15.426294445991516
168,15.215773105621338
169,14.860082268714905
170,14.578231930732727
171,14.761020541191101
172,14.429447889328003
173,14.135064482688904
174,13.771111369132996
175,13.847457647323608
176,13.490750670433044
177,13.134121298789978
178,12.82614541053772
179,12.827869892120361
180,12.57554578781128
181,12.36510419845581
182,12.133227944374084
183,12.114197731018066
184,11.567918300628662
185,11.570433616638184
186,11.479293465614319
187,11.022576928138733
188,10.632074773311615
189,10.823826909065247
190,10.516295731067657
191,10.096826434135437
192,9.922460973262787
193,9.908275067806244
194,9.603622555732727
195,9.459970772266388
196,9.219578325748444
197,9.331805527210236
198,8.961888790130615
199,9.156424760818481
200,8.542710483074188
201,8.63885223865509
202,8.477558255195618
203,8.321194887161255
204,7.867056667804718
205,8.099623680114746
206,7.739743530750275
207,7.776437342166901
208,7.411585330963135
209,7.458534061908722
210,7.288335561752319
211,7.211238265037537
212,7.1552446484565735
213,6.711093604564667
214,6.72460800409317
215,6.688544154167175
216,6.467676162719727
217,6.310476243495941
218,6.213426232337952
219,6.561805844306946
220,6.279921591281891
221,5.57395601272583
222,5.819238483905792
223,5.820183277130127
224,5.696487486362457
225,5.705882251262665
226,5.557769954204559
227,5.4082940220832825
228,5.20589679479599
229,5.297441631555557
230,5.21313014626503
231,4.86889985203743
232,5.0736852288246155
233,5.0974282920360565
234,4.6574050188064575
235,4.7385077476501465
236,4.442561060190201
237,4.532981038093567
238,4.423252075910568
239,4.581365793943405
240,4.212149620056152
241,4.222595781087875
242,4.15924870967865
243,4.11067458987236
244,4.05342698097229
245,3.9020289480686188
246,3.967952013015747
247,3.758229225873947
248,3.6839620172977448
249,3.704367309808731
250,3.663207560777664
251,3.443489670753479
252,3.5630537569522858
253,3.458899646997452
254,3.2022704482078552
255,3.382774293422699
256,3.3430840373039246
257,3.3615353107452393
258,2.8687850683927536
259,3.1393271684646606
260,3.049412578344345
261,2.9328425973653793
262,2.8768818080425262
263,2.866461142897606
264,2.988665074110031
265,3.043216496706009
266,2.7852512300014496
267,2.6443013697862625
268,2.6888901442289352
269,2.760474443435669
270,2.7057535499334335
271,2.5054831951856613
272,2.400773525238037
273,2.3808090686798096
274,2.5541049987077713
275,2.3916095197200775
276,2.395219385623932
277,2.4575843513011932
278,2.280524343252182
279,2.284905806183815
280,2.3291304856538773
281,2.2735143452882767
282,2.1899986416101456
283,2.2263297885656357
284,2.0088059157133102
285,2.1620438396930695
286,2.130414381623268
287,2.059128537774086
288,1.9758729487657547
289,2.0083027333021164
290,1.7885128855705261
291,1.9106327444314957
292,1.7175470888614655
293,1.9648175984621048
294,1.8948612362146378
295,1.584556758403778
296,1.8579799979925156
297,1.859451025724411
298,1.7845419347286224
299,1.575500950217247
300,1.807816207408905
301,1.9439349919557571
302,1.792077749967575
303,1.4797921553254128
304,1.8698101341724396
305,1.7814661413431168
306,1.8021265119314194
307,1.3548839762806892
308,1.4638242423534393
309,1.6721604466438293
310,1.4922931715846062
311,1.5465985164046288
312,1.5664827451109886
313,1.495802827179432
314,1.3219790235161781
315,1.5523660704493523
316,1.328302063047886
317,1.4223891571164131
318,1.484210878610611
319,1.383364960551262
320,1.4740062057971954
321,1.3901471048593521
322,1.3428742438554764
323,1.3841444328427315
324,1.3808782175183296
325,1.190001219511032
326,1.1406072080135345
327,1.2297090142965317
328,1.426154986023903
329,1.1012510359287262
330,1.234204463660717
331,1.1979654133319855
332,1.2679319605231285
333,1.1392911598086357
334,1.1721464097499847
335,1.1170395985245705
336,1.090605616569519
337,1.1403500586748123
338,1.0499756261706352
339,1.2047186270356178
340,1.27798031270504
341,1.1369682475924492
342,0.9236244484782219
343,1.0462001264095306
344,1.097899317741394
345,1.122433915734291
346,1.1095623075962067
347,1.2170391976833344
348,1.0618657544255257
349,1.0610022246837616
350,1.0236843675374985
351,1.088159792125225
352,0.8692639246582985
353,1.1037493348121643
354,1.0019954964518547
355,1.1899186447262764
356,1.1664397493004799
357,0.8747562281787395
358,0.9317057058215141
359,1.0045686848461628
